"PinCode","Year","State","Population","Crime Rate"
"AL05002","2005","Marshall, AL","178","8"
"AL05002","2009","Marshall, AL","178","5"
"AL05002","2017","Marshall, AL","175","10"
"AL05003","1975","Marshall, AL","159","2"
"AL05003","1985","Marshall, AL","165","3"
"AL05003","1986","Marshall, AL","151","5"
"AL05003","1987","Marshall, AL","159","9"
"AL05003","1988","Marshall, AL","179","9"
"AL05003","1990","Marshall, AL","175","6"
"AL05003","1997","Marshall, AL","155","4"
"AL05003","2001","Marshall, AL","179","2"
"AL05003","2009","Marshall, AL","163","4"
"AL05003","2011","Marshall, AL","175","5"
"AL05003","2016","Marshall, AL","160","4"
"AL05004","1968","Marshall, AL","158","3"
"AL05004","1975","Marshall, AL","170","2"
"AL05004","1981","Marshall, AL","173","9"
"AL05004","1987","Marshall, AL","160","5"
"AL05004","1988","Marshall, AL","172","3"
"AL05004","1994","Marshall, AL","164","4"
"AL05004","1996","Marshall, AL","164","10"
"AL05004","2001","Marshall, AL","178","5"
"AL05004","2006","Marshall, AL","178","6"
"AL05100","1973","Monroe, AL","180","7"
"AL05100","1975","Monroe, AL","159","10"
"AL05100","1976","Monroe, AL","167","2"
"AL05100","1977","Monroe, AL","160","5"
"AL05100","1978","Monroe, AL","174","9"
"AL05100","1979","Monroe, AL","161","8"
"AL05100","1985","Monroe, AL","169","2"
"AL05100","1986","Monroe, AL","156","2"
"AL05100","1988","Monroe, AL","162","3"
"AL05100","1989","Monroe, AL","171","10"
"AL05100","1990","Monroe, AL","164","10"
"AL05100","1991","Monroe, AL","161","8"
"AL05100","1994","Monroe, AL","165","4"
"AL05100","1995","Monroe, AL","158","6"
"AL05100","1996","Monroe, AL","155","4"
"AL05100","1998","Monroe, AL","163","5"
"AL05100","1999","Monroe, AL","152","2"
"AL05100","2000","Monroe, AL","159","8"
"AL05100","2001","Monroe, AL","177","6"
"AL05100","2002","Monroe, AL","179","6"
"AL05100","2004","Monroe, AL","174","4"
"AL05100","2005","Monroe, AL","177","3"
"AL05100","2008","Monroe, AL","158","6"
"AL05100","2009","Monroe, AL","153","4"
"AL05100","2010","Monroe, AL","154","4"
"AL05100","2016","Monroe, AL","164","4"
"AL05101","1977","Monroe, AL","151","8"
"AL05101","1979","Monroe, AL","178","9"
"AL05101","1982","Monroe, AL","165","4"
"AL05101","1983","Monroe, AL","178","4"
"AL05101","1985","Monroe, AL","162","4"
"AL05101","1986","Monroe, AL","151","9"
"AL05101","1987","Monroe, AL","166","2"
"AL05101","1988","Monroe, AL","158","8"
"AL05101","1989","Monroe, AL","176","5"
"AL05101","1990","Monroe, AL","175","9"
"AL05101","1992","Monroe, AL","159","5"
"AL05101","1993","Monroe, AL","180","2"
"AL05101","1994","Monroe, AL","175","5"
"AL05101","1995","Monroe, AL","174","7"
"AL05101","1996","Monroe, AL","150","7"
"AL05101","1997","Monroe, AL","166","8"
"AL05101","1998","Monroe, AL","171","3"
"AL05101","1999","Monroe, AL","162","2"
"AL05101","2000","Monroe, AL","157","3"
"AL05101","2002","Monroe, AL","165","6"
"AL05101","2004","Monroe, AL","153","5"
"AL05101","2007","Monroe, AL","173","4"
"AL05101","2011","Monroe, AL","163","9"
"AL05101","2013","Monroe, AL","176","6"
"AL05101","2014","Monroe, AL","154","6"
"AL05101","2016","Monroe, AL","179","2"
"AL05200","1967","Morgan, AL","159","8"
"AL05200","1969","Morgan, AL","158","9"
"AL05200","1973","Morgan, AL","174","10"
"AL05200","1974","Morgan, AL","166","2"
"AL05200","1976","Morgan, AL","158","3"
"AL05200","1977","Morgan, AL","163","9"
"AL05200","1978","Morgan, AL","174","7"
"AL05200","1979","Morgan, AL","180","10"
"AL05200","1980","Morgan, AL","159","5"
"AL05200","1981","Morgan, AL","171","2"
"AL05200","1982","Morgan, AL","166","7"
"AL05200","1983","Morgan, AL","171","2"
"AL05200","1984","Morgan, AL","158","10"
"AL05200","1985","Morgan, AL","172","10"
"AL05200","1986","Morgan, AL","174","2"
"AL05200","1987","Morgan, AL","172","4"
"AL05200","1988","Morgan, AL","161","9"
"AL05200","1989","Morgan, AL","176","8"
"AL05200","1991","Morgan, AL","159","2"
"AL05200","1992","Morgan, AL","166","7"
"AL05200","1993","Morgan, AL","170","9"
"AL05200","1995","Morgan, AL","150","3"
"AL05200","1996","Morgan, AL","154","2"
"AL05200","1997","Morgan, AL","153","6"
"AL05200","1998","Morgan, AL","170","6"
"AL05200","1999","Morgan, AL","166","2"
"AL05200","2002","Morgan, AL","164","6"
"AL05200","2004","Morgan, AL","168","7"
"AL05200","2008","Morgan, AL","153","8"
"AL05201","1966","Morgan, AL","154","4"
"AL05201","1967","Morgan, AL","176","10"
"AL05201","1968","Morgan, AL","155","8"
"AL05201","1973","Morgan, AL","155","3"
"AL05201","1974","Morgan, AL","180","10"
"AL05201","1975","Morgan, AL","168","4"
"AL05201","1976","Morgan, AL","156","5"
"AL05201","1977","Morgan, AL","180","6"
"AL05201","1978","Morgan, AL","157","8"
"AL05201","1979","Morgan, AL","175","10"
"AL05201","1980","Morgan, AL","161","5"
"AL05201","1981","Morgan, AL","151","7"
"AL05201","1982","Morgan, AL","163","10"
"AL05201","1983","Morgan, AL","180","2"
"AL05201","1984","Morgan, AL","173","7"
"AL05201","1985","Morgan, AL","175","8"
"AL05201","1986","Morgan, AL","164","5"
"AL05201","1987","Morgan, AL","153","5"
"AL05201","1988","Morgan, AL","175","5"
"AL05201","1989","Morgan, AL","170","7"
"AL05201","1991","Morgan, AL","150","3"
"AL05201","1992","Morgan, AL","178","8"
"AL05201","1993","Morgan, AL","156","5"
"AL05201","1994","Morgan, AL","164","2"
"AL05201","1995","Morgan, AL","150","4"
"AL05201","1996","Morgan, AL","164","7"
"AL05201","1997","Morgan, AL","164","8"
"AL05201","1998","Morgan, AL","168","7"
"AL05201","1999","Morgan, AL","174","7"
"AL05201","2002","Morgan, AL","176","2"
"AL05201","2003","Morgan, AL","166","4"
"AL05201","2004","Morgan, AL","156","8"
"AL05201","2005","Morgan, AL","175","9"
"AL05201","2006","Morgan, AL","172","9"
"AL05201","2008","Morgan, AL","155","6"
"AL05201","2010","Morgan, AL","154","2"
"AL05201","2011","Morgan, AL","177","2"
"AL05201","2012","Morgan, AL","163","6"
"AL05201","2013","Morgan, AL","177","5"
"AL05201","2015","Morgan, AL","167","10"
"AL05201","2016","Morgan, AL","155","10"
"AL05201","2017","Morgan, AL","177","9"
"AL05202","1966","Morgan, AL","178","7"
"AL05202","1971","Morgan, AL","156","7"
"AL05202","1972","Morgan, AL","180","3"
"AL05202","1974","Morgan, AL","167","9"
"AL05202","1975","Morgan, AL","169","9"
"AL05202","1979","Morgan, AL","175","2"
"AL05202","1980","Morgan, AL","155","2"
"AL05202","1981","Morgan, AL","160","8"
"AL05202","1982","Morgan, AL","176","3"
"AL05202","1985","Morgan, AL","161","6"
"AL05202","1989","Morgan, AL","155","4"
"AL05202","1991","Morgan, AL","152","9"
"AL05202","1992","Morgan, AL","175","5"
"AL05202","1998","Morgan, AL","163","6"
"AL05202","2006","Morgan, AL","180","9"
"AL05202","2009","Morgan, AL","178","5"
"AL05207","2008","Morgan, AL","160","4"
"AL05209","1985","Morgan, AL","165","5"
"AL05209","2001","Morgan, AL","150","10"
"AL05209","2014","Morgan, AL","152","7"
"AL05300","1976","Perry, AL","154","9"
"AL05300","1978","Perry, AL","176","9"
"AL05300","1979","Perry, AL","176","5"
"AL05300","1980","Perry, AL","176","10"
"AL05300","1984","Perry, AL","171","7"
"AL05300","1988","Perry, AL","158","3"
"AL05300","1991","Perry, AL","150","2"
"AL05300","1995","Perry, AL","160","9"
"AL05300","1996","Perry, AL","157","6"
"AL05300","1997","Perry, AL","160","8"
"AL05300","2002","Perry, AL","175","2"
"AL05300","2006","Perry, AL","155","7"
"AL05300","2008","Perry, AL","171","10"
"AL05301","1972","Perry, AL","160","4"
"AL05301","1975","Perry, AL","176","7"
"AL05301","1976","Perry, AL","180","2"
"AL05301","1980","Perry, AL","169","2"
"AL05301","1985","Perry, AL","157","3"
"AL05301","1988","Perry, AL","153","4"
"AL05301","1990","Perry, AL","178","8"
"AL05301","1993","Perry, AL","160","6"
"AL05301","1994","Perry, AL","156","4"
"AL05301","1995","Perry, AL","173","9"
"AL05302","1978","Perry, AL","167","10"
"AL05302","1979","Perry, AL","169","9"
"AL05302","1984","Perry, AL","179","4"
"AL05302","1986","Perry, AL","168","3"
"AL05400","1971","Pickens, AL","173","9"
"AL05400","1972","Pickens, AL","166","8"
"AL05400","1976","Pickens, AL","165","7"
"AL05400","1977","Pickens, AL","156","5"
"AL05400","1978","Pickens, AL","170","3"
"AL05400","1979","Pickens, AL","180","3"
"AL05400","1980","Pickens, AL","175","8"
"AL05400","1981","Pickens, AL","150","7"
"AL05400","1982","Pickens, AL","163","5"
"AL05400","1986","Pickens, AL","179","10"
"AL05400","1988","Pickens, AL","153","3"
"AL05400","1989","Pickens, AL","175","5"
"AL05400","1990","Pickens, AL","151","9"
"AL05400","1991","Pickens, AL","177","5"
"AL05400","1992","Pickens, AL","154","8"
"AL05400","1997","Pickens, AL","178","2"
"AL05400","1998","Pickens, AL","155","5"
"AL05400","2001","Pickens, AL","177","2"
"AL05400","2003","Pickens, AL","171","8"
"AL05400","2005","Pickens, AL","167","7"
"AL05400","2008","Pickens, AL","153","7"
"AL05400","2013","Pickens, AL","172","7"
"AL05400","2016","Pickens, AL","152","3"
"AL05401","1984","Pickens, AL","168","4"
"AL05401","1992","Pickens, AL","172","2"
"AL05401","2002","Pickens, AL","172","2"
"AL05401","2006","Pickens, AL","158","4"
"AL05402","1978","Pickens, AL","163","5"
"AL05402","1991","Pickens, AL","163","5"
"AL05402","2008","Pickens, AL","150","2"
"AL05402","2011","Pickens, AL","171","6"
"AL05402","2012","Pickens, AL","166","6"
"AL05404","1976","Pickens, AL","159","2"
"AL05404","2013","Pickens, AL","152","8"
"AL05405","2001","Pickens, AL","170","8"
"AL05407","2012","Pickens, AL","162","2"
"AL05500","1975","Pike, AL","168","6"
"AL05500","1976","Pike, AL","157","8"
"AL05500","1977","Pike, AL","161","9"
"AL05500","1978","Pike, AL","166","3"
"AL05500","1979","Pike, AL","177","5"
"AL05500","1982","Pike, AL","173","4"
"AL05500","1988","Pike, AL","165","3"
"AL05500","1989","Pike, AL","172","3"
"AL05500","1990","Pike, AL","150","10"
"AL05500","1991","Pike, AL","168","10"
"AL05500","1997","Pike, AL","166","8"
"AL05500","2000","Pike, AL","160","6"
"AL05500","2001","Pike, AL","158","5"
"AL05500","2010","Pike, AL","168","2"
"AL05500","2012","Pike, AL","165","5"
"AL05500","2013","Pike, AL","177","2"
"AL05500","2015","Pike, AL","180","9"
"AL05500","2016","Pike, AL","166","4"
"AL05501","1965","Pike, AL","173","8"
"AL05501","1971","Pike, AL","168","3"
"AL05501","1972","Pike, AL","171","6"
"AL05501","1977","Pike, AL","154","6"
"AL05501","1978","Pike, AL","150","8"
"AL05501","1979","Pike, AL","157","4"
"AL05501","1980","Pike, AL","152","6"
"AL05501","1981","Pike, AL","177","9"
"AL05501","1982","Pike, AL","180","5"
"AL05501","1983","Pike, AL","176","2"
"AL05501","1984","Pike, AL","160","4"
"AL05501","1985","Pike, AL","175","10"
"AL05501","1986","Pike, AL","179","2"
"AL05501","1988","Pike, AL","179","2"
"AL05501","1989","Pike, AL","164","6"
"AL05501","1991","Pike, AL","152","6"
"AL05501","1993","Pike, AL","166","6"
"AL05501","1994","Pike, AL","155","7"
"AL05501","1995","Pike, AL","161","10"
"AL05501","1996","Pike, AL","162","2"
"AL05501","1997","Pike, AL","158","8"
"AL05501","1998","Pike, AL","158","6"
"AL05501","2000","Pike, AL","157","10"
"AL05501","2001","Pike, AL","166","7"
"AL05501","2003","Pike, AL","158","5"
"AL05501","2004","Pike, AL","175","8"
"AL05501","2008","Pike, AL","167","2"
"AL05501","2011","Pike, AL","167","2"
"AL05501","2012","Pike, AL","162","9"
"AL05501","2013","Pike, AL","153","9"
"AL05501","2015","Pike, AL","173","5"
"AL05501","2017","Pike, AL","163","10"
"AL05502","1992","Pike, AL","175","8"
"AL05502","1994","Pike, AL","154","3"
"AL05502","1995","Pike, AL","174","9"
"AL05502","1999","Pike, AL","177","7"
"AL05502","2001","Pike, AL","176","8"
"AL05503","2001","Pike, AL","158","2"
"AL05600","1976","Randolph, AL","164","5"
"AL05600","1977","Randolph, AL","163","9"
"AL05600","1979","Randolph, AL","164","5"
"AL05600","1981","Randolph, AL","159","10"
"AL05600","1983","Randolph, AL","160","10"
"AL05600","1988","Randolph, AL","172","7"
"AL05600","1989","Randolph, AL","178","10"
"AL05600","1991","Randolph, AL","151","9"
"AL05600","1996","Randolph, AL","159","9"
"AL05600","1998","Randolph, AL","161","10"
"AL05600","1999","Randolph, AL","156","6"
"AL05600","2001","Randolph, AL","162","8"
"AL05600","2002","Randolph, AL","174","10"
"AL05600","2004","Randolph, AL","166","6"
"AL05601","1973","Randolph, AL","171","3"
"AL05601","1974","Randolph, AL","158","7"
"AL05601","1975","Randolph, AL","177","10"
"AL05601","1976","Randolph, AL","150","7"
"AL05601","1977","Randolph, AL","154","9"
"AL05601","1981","Randolph, AL","165","10"
"AL05601","1982","Randolph, AL","169","4"
"AL05601","1985","Randolph, AL","152","4"
"AL05601","1987","Randolph, AL","152","10"
"AL05601","1989","Randolph, AL","165","10"
"AL05601","1990","Randolph, AL","155","7"
"AL05601","1991","Randolph, AL","180","5"
"AL05601","1992","Randolph, AL","166","7"
"AL05601","1993","Randolph, AL","154","5"
"AL05601","1994","Randolph, AL","171","8"
"AL05601","1997","Randolph, AL","152","5"
"AL05601","2000","Randolph, AL","173","2"
"AL05601","2002","Randolph, AL","172","10"
"AL05601","2003","Randolph, AL","160","7"
"AL05601","2006","Randolph, AL","166","4"
"AL05601","2010","Randolph, AL","177","5"
"AL05601","2013","Randolph, AL","158","2"
"AL05602","1979","Randolph, AL","170","6"
"AL05700","1976","Russell, AL","151","3"
"AL05700","1977","Russell, AL","177","5"
"AL05700","1978","Russell, AL","152","3"
"AL05700","1979","Russell, AL","171","5"
"AL05700","1980","Russell, AL","177","9"
"AL05700","1981","Russell, AL","172","10"
"AL05700","1982","Russell, AL","167","3"
"AL05700","1983","Russell, AL","159","2"
"AL05700","1984","Russell, AL","176","6"
"AL05700","1985","Russell, AL","175","3"
"AL05700","1986","Russell, AL","156","3"
"AL05700","1987","Russell, AL","150","4"
"AL05700","1988","Russell, AL","171","5"
"AL05700","1990","Russell, AL","151","5"
"AL05700","1991","Russell, AL","156","9"
"AL05700","1992","Russell, AL","175","5"
"AL05700","1997","Russell, AL","179","5"
"AL05700","2000","Russell, AL","173","6"
"AL05700","2001","Russell, AL","168","10"
"AL05700","2002","Russell, AL","170","10"
"AL05700","2004","Russell, AL","162","2"
"AL05700","2007","Russell, AL","154","4"
"AL05700","2008","Russell, AL","174","5"
"AL05700","2009","Russell, AL","179","3"
"AL05700","2013","Russell, AL","173","5"
"AL05700","2014","Russell, AL","176","8"
"AL05700","2016","Russell, AL","174","5"
"AL05700","2017","Russell, AL","157","7"
"AL05701","1965","Russell, AL","168","2"
"AL05701","1967","Russell, AL","176","10"
"AL05701","1968","Russell, AL","158","10"
"AL05701","1969","Russell, AL","151","8"
"AL05701","1970","Russell, AL","158","4"
"AL05701","1971","Russell, AL","170","2"
"AL05701","1972","Russell, AL","173","3"
"AL05701","1973","Russell, AL","164","6"
"AL05701","1974","Russell, AL","167","9"
"AL05701","1975","Russell, AL","175","2"
"AL05701","1976","Russell, AL","157","2"
"AL05701","1977","Russell, AL","154","6"
"AL05701","1978","Russell, AL","156","9"
"AL05701","1979","Russell, AL","180","2"
"AL05701","1980","Russell, AL","156","10"
"AL05701","1981","Russell, AL","155","2"
"AL05701","1982","Russell, AL","159","4"
"AL05701","1983","Russell, AL","169","4"
"AL05701","1984","Russell, AL","162","10"
"AL05701","1985","Russell, AL","180","4"
"AL05701","1986","Russell, AL","169","6"
"AL05701","1987","Russell, AL","161","4"
"AL05701","1988","Russell, AL","162","4"
"AL05701","1989","Russell, AL","175","7"
"AL05701","1990","Russell, AL","173","3"
"AL05701","1991","Russell, AL","168","9"
"AL05701","1992","Russell, AL","171","6"
"AL05701","1993","Russell, AL","168","3"
"AL05701","1994","Russell, AL","174","7"
"AL05701","1995","Russell, AL","161","3"
"AL05701","1996","Russell, AL","169","6"
"AL05701","1997","Russell, AL","180","10"
"AL05701","1998","Russell, AL","160","2"
"AL05701","1999","Russell, AL","152","2"
"AL05701","2000","Russell, AL","171","8"
"AL05701","2001","Russell, AL","155","9"
"AL05701","2003","Russell, AL","177","6"
"AL05701","2004","Russell, AL","161","4"
"AL05701","2007","Russell, AL","163","2"
"AL05701","2009","Russell, AL","165","8"
"AL05701","2010","Russell, AL","166","2"
"AL05701","2011","Russell, AL","173","8"
"AL05701","2012","Russell, AL","161","8"
"AL05701","2013","Russell, AL","154","5"
"AL05701","2014","Russell, AL","162","5"
"AL05701","2015","Russell, AL","164","6"
"AL05701","2016","Russell, AL","167","5"
"AL05701","2017","Russell, AL","179","10"
"AL05702","1989","Russell, AL","174","4"
"AL05800","1976","St. Clair, AL","156","4"
"AL05800","1977","St. Clair, AL","162","7"
"AL05800","1978","St. Clair, AL","169","6"
"AL05800","1979","St. Clair, AL","179","5"
"AL05800","1980","St. Clair, AL","167","9"
"AL05800","1981","St. Clair, AL","170","8"
"AL05800","1982","St. Clair, AL","162","4"
"AL05800","1983","St. Clair, AL","174","10"
"AL05800","1984","St. Clair, AL","170","3"
"AL05800","1985","St. Clair, AL","151","4"
"AL05800","1986","St. Clair, AL","161","7"
"AL05800","1988","St. Clair, AL","178","5"
"AL05800","1989","St. Clair, AL","156","3"
"AL05800","1990","St. Clair, AL","160","8"
"AL05800","1991","St. Clair, AL","179","7"
"AL05800","1992","St. Clair, AL","152","8"
"AL05800","1994","St. Clair, AL","150","5"
"AL05800","1995","St. Clair, AL","154","6"
"AL05800","1996","St. Clair, AL","157","6"
"AL05800","1998","St. Clair, AL","152","5"
"AL05800","1999","St. Clair, AL","175","3"
"AL05800","2002","St. Clair, AL","159","2"
"AL05800","2003","St. Clair, AL","159","10"
"AL05800","2006","St. Clair, AL","153","8"
"AL05800","2009","St. Clair, AL","153","3"
"AL05800","2010","St. Clair, AL","176","6"
"AL05800","2011","St. Clair, AL","159","7"
"AL05800","2012","St. Clair, AL","157","2"
"AL05801","1983","St. Clair, AL","159","9"
"AL05801","1986","St. Clair, AL","153","10"
"AL05801","1987","St. Clair, AL","162","9"
"AL05801","1991","St. Clair, AL","154","9"
"AL05801","1992","St. Clair, AL","163","7"
"AL05801","1993","St. Clair, AL","179","8"
"AL05801","1994","St. Clair, AL","153","6"
"AL05801","1999","St. Clair, AL","150","10"
"AL05801","2004","St. Clair, AL","180","7"
"AL05801","2007","St. Clair, AL","165","7"
"AL05801","2009","St. Clair, AL","155","9"
"AL05801","2012","St. Clair, AL","151","2"
"AL05801","2013","St. Clair, AL","150","3"
"AL05801","2016","St. Clair, AL","152","5"
"AL05802","2011","St. Clair, AL","179","6"
"AL05803","2007","St. Clair, AL","163","9"
"AL05803","2012","St. Clair, AL","178","2"
"AL05804","1980","St. Clair, AL","178","6"
"AL05804","2015","St. Clair, AL","159","6"
"AL05806","1984","St. Clair, AL","160","4"
"AL05806","1987","St. Clair, AL","163","7"
"AL05806","1988","St. Clair, AL","152","10"
"AL05806","1990","St. Clair, AL","179","5"
"AL05806","1998","St. Clair, AL","154","3"
"AL05806","2000","St. Clair, AL","176","7"
"AL05806","2001","St. Clair, AL","167","6"
"AL05806","2005","St. Clair, AL","159","10"
"AL05806","2008","St. Clair, AL","162","2"
"AL05806","2009","St. Clair, AL","151","3"
"AL05806","2012","St. Clair, AL","166","7"
"AL05806","2017","St. Clair, AL","155","8"
"AL05807","1984","St. Clair, AL","171","2"
"AL05807","2012","St. Clair, AL","176","4"
"AL05809","2013","St. Clair, AL","164","3"
"AL05900","1966","Shelby, AL","171","6"
"AL05900","1967","Shelby, AL","150","7"
"AL05900","1968","Shelby, AL","150","8"
"AL05900","1969","Shelby, AL","161","5"
"AL05900","1970","Shelby, AL","162","5"
"AL05900","1972","Shelby, AL","175","9"
"AL05900","1973","Shelby, AL","176","3"
"AL05900","1974","Shelby, AL","155","2"
"AL05900","1975","Shelby, AL","158","10"
"AL05900","1976","Shelby, AL","162","10"
"AL05900","1977","Shelby, AL","180","7"
"AL05900","1978","Shelby, AL","167","5"
"AL05900","1979","Shelby, AL","179","9"
"AL05900","1980","Shelby, AL","152","7"
"AL05900","1982","Shelby, AL","160","6"
"AL05900","1983","Shelby, AL","163","6"
"AL05900","1984","Shelby, AL","172","5"
"AL05900","1985","Shelby, AL","171","10"
"AL05900","1986","Shelby, AL","156","10"
"AL05900","1987","Shelby, AL","168","10"
"AL05900","1988","Shelby, AL","160","3"
"AL05900","1989","Shelby, AL","153","9"
"AL05900","1991","Shelby, AL","153","9"
"AL05900","1992","Shelby, AL","152","6"
"AL05900","1993","Shelby, AL","164","5"
"AL05900","1995","Shelby, AL","168","5"
"AL05900","1996","Shelby, AL","172","5"
"AL05900","1997","Shelby, AL","150","3"
"AL05900","1998","Shelby, AL","165","5"
"AL05900","1999","Shelby, AL","165","3"
"AL05900","2000","Shelby, AL","152","5"
"AL05900","2001","Shelby, AL","170","10"
"AL05900","2003","Shelby, AL","173","10"
"AL05900","2004","Shelby, AL","164","7"
"AL05900","2005","Shelby, AL","151","2"
"AL05900","2006","Shelby, AL","175","4"
"AL05900","2009","Shelby, AL","172","8"
"AL05900","2010","Shelby, AL","158","10"
"AL05900","2011","Shelby, AL","180","9"
"AL05900","2012","Shelby, AL","160","6"
"AL05900","2015","Shelby, AL","166","6"
"AL05900","2016","Shelby, AL","170","10"
"AL05901","1976","Shelby, AL","154","3"
"AL05901","1988","Shelby, AL","173","2"
"AL05901","1989","Shelby, AL","162","5"
"AL05901","1994","Shelby, AL","156","5"
"AL05901","1995","Shelby, AL","159","7"
"AL05901","1996","Shelby, AL","163","5"
"AL05901","1997","Shelby, AL","169","8"
"AL05901","2004","Shelby, AL","170","7"
"AL05901","2008","Shelby, AL","152","8"
"AL05902","1993","Shelby, AL","176","10"
"AL05902","1994","Shelby, AL","155","10"
"AL05902","2000","Shelby, AL","171","3"
"AL05902","2001","Shelby, AL","176","4"
"AL05902","2003","Shelby, AL","150","9"
"AL05903","1976","Shelby, AL","159","7"
"AL05903","1980","Shelby, AL","153","6"
"AL05903","1982","Shelby, AL","173","9"
"AL05903","1991","Shelby, AL","152","3"
"AL05903","1999","Shelby, AL","163","3"
"AL05903","2001","Shelby, AL","176","8"
"AL05903","2011","Shelby, AL","173","8"
"AL05903","2017","Shelby, AL","151","5"
"AL05904","1975","Shelby, AL","153","8"
"AL05904","1978","Shelby, AL","163","9"
"AL05904","1980","Shelby, AL","159","10"
"AL05904","1981","Shelby, AL","175","4"
"AL05904","1982","Shelby, AL","165","6"
"AL05904","1984","Shelby, AL","165","4"
"AL05904","1987","Shelby, AL","171","5"
"AL05904","1988","Shelby, AL","156","6"
"AL05904","1990","Shelby, AL","174","6"
"AL05904","1991","Shelby, AL","174","8"
"AL05904","1993","Shelby, AL","160","4"
"AL05904","1995","Shelby, AL","168","10"
"AL05904","1999","Shelby, AL","169","9"
"AL05904","2001","Shelby, AL","178","7"
"AL05904","2002","Shelby, AL","168","2"
"AL05904","2004","Shelby, AL","168","8"
"AL05904","2007","Shelby, AL","176","9"
"AL05904","2011","Shelby, AL","150","9"
"AL05904","2014","Shelby, AL","177","9"
"AL05904","2016","Shelby, AL","163","5"
"AL05906","1975","Shelby, AL","169","7"
"AL05906","1976","Shelby, AL","176","2"
"AL05906","1993","Shelby, AL","154","3"
"AL05906","1998","Shelby, AL","173","2"
"AL05906","1999","Shelby, AL","171","7"
"AL05906","2003","Shelby, AL","162","6"
"AL05906","2005","Shelby, AL","156","5"
"AL05906","2006","Shelby, AL","153","3"
"AL05906","2008","Shelby, AL","174","7"
"AL05906","2009","Shelby, AL","165","4"
"AL05906","2010","Shelby, AL","165","3"
"AL05906","2011","Shelby, AL","150","7"
"AL05906","2012","Shelby, AL","179","8"
"AL05907","1984","Shelby, AL","174","6"
"AL05907","2014","Shelby, AL","172","2"
"AL05907","2016","Shelby, AL","173","5"
"AL06000","1965","Sumter, AL","160","5"
"AL06000","1974","Sumter, AL","170","5"
"AL06000","1975","Sumter, AL","159","10"
"AL06000","1976","Sumter, AL","172","10"
"AL06000","1977","Sumter, AL","172","10"
"AL06000","1979","Sumter, AL","150","3"
"AL06000","1980","Sumter, AL","172","6"
"AL06000","1981","Sumter, AL","170","7"
"AL06000","1982","Sumter, AL","172","2"
"AL06000","1983","Sumter, AL","157","9"
"AL06000","1984","Sumter, AL","180","9"
"AL06000","1985","Sumter, AL","174","9"
"AL06000","1989","Sumter, AL","178","3"
"AL06000","1990","Sumter, AL","163","2"
"AL06000","1991","Sumter, AL","165","6"
"AL06000","1992","Sumter, AL","168","3"
"AL06000","2012","Sumter, AL","156","6"
"AL06000","2013","Sumter, AL","154","3"
"AL06000","2014","Sumter, AL","165","5"
"AL06000","2016","Sumter, AL","175","9"
"AL06000","2017","Sumter, AL","178","9"
"AL06001","1965","Sumter, AL","173","3"
"AL06001","1966","Sumter, AL","172","4"
"AL06001","1977","Sumter, AL","173","3"
"AL06001","1985","Sumter, AL","179","9"
"AL06001","1986","Sumter, AL","166","8"
"AL06001","1996","Sumter, AL","171","2"
"AL06001","1997","Sumter, AL","176","4"
"AL06001","2003","Sumter, AL","167","10"
"AL06001","2004","Sumter, AL","150","7"
"AL06001","2015","Sumter, AL","156","6"
"AL06001","2017","Sumter, AL","153","2"
"AL06002","1977","Sumter, AL","168","4"
"AL06002","1980","Sumter, AL","157","9"
"AL06002","1983","Sumter, AL","150","8"
"AL06002","1984","Sumter, AL","150","7"
"AL06002","1985","Sumter, AL","153","7"
"AL06002","1987","Sumter, AL","155","9"
"AL06002","1989","Sumter, AL","175","4"
"AL06002","1996","Sumter, AL","160","8"
"AL06002","1998","Sumter, AL","162","9"
"AL06002","2002","Sumter, AL","176","7"
"AL06002","2003","Sumter, AL","180","8"
"AL06002","2007","Sumter, AL","170","2"
"AL06002","2010","Sumter, AL","167","7"
"AL06100","1965","Talladega, AL","156","4"
"AL06100","1966","Talladega, AL","171","10"
"AL06100","1967","Talladega, AL","158","8"
"AL06100","1968","Talladega, AL","174","6"
"AL06100","1969","Talladega, AL","155","6"
"AL06100","1970","Talladega, AL","156","7"
"AL06100","1971","Talladega, AL","163","3"
"AL06100","1972","Talladega, AL","174","5"
"AL06100","1973","Talladega, AL","152","6"
"AL06100","1974","Talladega, AL","160","10"
"AL06100","1975","Talladega, AL","179","5"
"AL06100","1976","Talladega, AL","167","6"
"AL06100","1977","Talladega, AL","169","3"
"AL06100","1978","Talladega, AL","157","10"
"AL06100","1979","Talladega, AL","153","3"
"AL06100","1980","Talladega, AL","152","4"
"AL06100","1981","Talladega, AL","168","5"
"AL06100","1982","Talladega, AL","162","7"
"AL06100","1983","Talladega, AL","173","7"
"AL06100","1984","Talladega, AL","174","7"
"AL06100","1985","Talladega, AL","163","3"
"AL06100","1986","Talladega, AL","167","10"
"AL06100","1987","Talladega, AL","168","8"
"AL06100","1990","Talladega, AL","166","2"
"AL06100","1994","Talladega, AL","175","10"
"AL06100","2009","Talladega, AL","167","3"
"AL06100","2011","Talladega, AL","163","2"
"AL06100","2012","Talladega, AL","152","3"
"AL06100","2013","Talladega, AL","160","9"
"AL06100","2015","Talladega, AL","167","8"
"AL06100","2016","Talladega, AL","158","9"
"AL06100","2017","Talladega, AL","174","4"
"AL06101","1974","Talladega, AL","162","2"
